C,eur1,Monaco,Valencia,Guessing 0 - 0 ; Possibility: 0.1638,2,1
S,engL,Milton Keynes Dons,-0.778471899665,-0.772549078536,Cardiff City,-0.432362708658,-0.599718233757,2,1
C,engL,Rotherham United,-0.690054814578,-0.872345302837,Norwich City,-0.585940432368,-0.70811426,1,2
C,engL,Preston North End,-0.870357594705,-0.729837990804,Watford,-0.646965534673,-0.576504803965,1,0
C,eur1,Bayer Leverkusen,0.21329481,0.0196945649569,Lazio,0.63610664,0.335774327094,3,0
C,eur1,CSKA Moscow,0.883483250211,0.555098186575,Sporting CP,0.90645024758,0.700465148801,3,1
S,espC,Almeria,0.419408210495,0.210920216459,Elche,0.237238377638,0.269686884843,3,3
S,espC,Leganés,0.168491036669,0.156015351514,Tenerife,-0.0549381224975,-0.00894538168389,2,0
S,espC,Gimnàstic,-0.00335914454331,-0.182848033353,Girona,0.187161511178,0.317450188668,2,2
S,espC,Córdoba,0.3,0.220694460654,Lugo,0.0541473625253,-0.0917715612472,0,1
S,espC,Llagostera,-0.192406815486,0.190037613769,Albacete,0.158007726088,-0.240077961482,2,1
S,espC,Numancia,0.318556484817,-0.0342186563144,Alavés,0.102194888978,-0.0229598746828,0,1
S,espC,Mirandés,-0.16269706,0.16152174571,Osasuna,-0.0207064379848,-0.118058060298,1,2
S,espC,Alcorcón,-0.0801783247912,0.0446766195301,Ponferradina,0.133029907699,0.0397153718819,0,1
S,espC,Oviedo,-0.0750843995097,-0.238208858412,Valladolid,0.28268143047,0.28295181,2,1
S,espC,Mallorca,0.05035242,-0.263849229111,Huesca,-0.0701677856559,-0.25546449724,0,2
C,eur1,VfL Wolfsburg,0.403161950435,-0.0209586923624,CSKA Moscow,0.977348814607,0.536374304385,1,0
C,eur1,Manchester City,0.264224448569,-0.183845131349,Juventus,0.478757939275,0.552319504755,1,2
C,eur1,Sevilla,0.627897872631,0.19258101292,Borussia Mönchengladbach,0.013432336534,0.0410313960619,3,0
C,eur1,Roma,0.41517645761,0.555203319162,Barcelona,1.11039461401,0.963303440892,1,1
C,eur1,Valencia,0.609432072176,0.533128682741,Zenit St. Petersburg,0.918138757939,0.826831427173,2,3
C,eur2,Bordeaux,0.475215267488,0.214020092979,Liverpool,-0.293123693459,-0.470660226336,1,1
C,eur2,Borussia Dortmund,0.360707801165,-0.0459083713148,Krasnodar,0.398744756253,0.247711262447,2,1
C,eur2,Sporting CP,0.958625870008,0.613166343516,Lokomotiv Moscow,0.603141128444,0.516046532189,1,3
C,eur2,Athletic Bilbao,0.295741751714,0.238690993504,FC Augsburg,-0.0926661646824,-0.0718366292598,3,1

S,engL,Middlesbrough,-0.209922787354,-0.15856185753,Wolverhampton Wanderers,-0.301632053947,-0.651610982871
C,engL,Preston North End,-0.842198151537,-0.734337847251,AFC Bournmouth,-0.479637486442,-0.67576692535
C,engL,Aston Villa,-0.5634487733,-0.620562644243,Birmingham City,-0.397371347808,-0.664372239953
S,engL,Leicester City,-0.0653013332974,-0.607130511486,West Ham United,-0.0787610727228,-0.455229041081
C,engL,Fulham,-0.296182751192,-1.01332355733,Stoke City,-0.309764905005,-0.405448638706
C,engL,Hull City,-0.0809895988746,-0.425267531337,Swansea City,-0.258692855072,-0.407363464042
S,engL,Sunderland,-0.570993242429,-0.706323275104,Manchester City,0.290508061642,-0.182715297737
C,engL,Reading,-0.502326822532,-0.727339076878,Everton,-0.150440388099,-0.457526787151
