Spartak Moscow,Ufa,2,2
CSKA Moscow,Rubin Kazan,1,0
Rostov,Terek Grozny,1,1
Zenit St. Petersburg,Dynamo Moscow,2,1
Mordovia Saransk,Lokomotiv Moscow,0,1
Anzhi Makhachkala,Krylia Sovetov Samara,0,1
Amkar Perm,Krasnodar,0,1
Kuban Krasnodar,Ural Sverdlovsk Oblast,0,2
Krylia Sovetov Samara,CSKA Moscow,0,2
Ufa,Rostov,1,2
Dynamo Moscow,Mordovia Saransk,2,2
Terek Grozny,Kuban Krasnodar,1,1
Ural Sverdlovsk Oblast,Zenit St. Petersburg,1,4
Rubin Kazan,Amkar Perm,0,2
Krasnodar,Spartak Moscow,0,1
Anzhi Makhachkala,Lokomotiv Moscow,1,3
Kuban Krasnodar,Ufa,1,1
Amkar Perm,Krylia Sovetov Samara,1,0
Zenit St. Petersburg,Terek Grozny,3,0
CSKA Moscow,Anzhi Makhachkala,1,0
Lokomotiv Moscow,Dynamo Moscow,1,1
Mordovia Saransk,Ural Sverdlovsk Oblast,1,1
Rostov,Krasnodar,0,0
Spartak Moscow,Rubin Kazan,1,0
Terek Grozny,Mordovia Saransk,0,0
Ural Sverdlovsk Oblast,Lokomotiv Moscow,1,3
Anzhi Makhachkala,Dynamo Moscow,2,3
CSKA Moscow,Amkar Perm,2,0
Ufa,Zenit St. Petersburg,0,1
Krylia Sovetov Samara,Spartak Moscow,0,2
Rubin Kazan,Rostov,0,3
Krasnodar,Kuban Krasnodar,1,1
Amkar Perm,Anzhi Makhachkala,1,1
Spartak Moscow,CSKA Moscow,1,2
Zenit St. Petersburg,Krasnodar,0,2
Kuban Krasnodar,Rubin Kazan,0,1
Lokomotiv Moscow,Terek Grozny,0,0
Dynamo Moscow,Ural Sverdlovsk Oblast,1,0
Rostov,Krylia Sovetov Samara,1,1
Mordovia Saransk,Ufa,0,1
Terek Grozny,Dynamo Moscow,1,1
